Departamento,Variable1,Variable2,pendiente,intercepto,pearson
 Quindio,PorcentajeSi,ParticipacionSegundaVuelta,0.062870225,0.34499751,0.033970622
 Cauca,PorcentajeSi,Amenaza,0.001201006,0.696060266,0.208608621
 Cauca,PorcentajeNo,TotalSegundaVuelta,1.99E-06,0.254859546,0.308162824
 Amazonas,Abstencion,AbandonoODespojoDeTierras,0,0.737827273,0
 Choco,PorcentajeSi,MinasAntipersonal,-0.048905497,0.840908766,-0.193001638
 Sucre,Abstencion,VotosParaSenado2014,-7.83E-08,0.657122373,-0.027039046
 Antioquia,Abstencion,Secuestro,0.000128036,0.693914293,0.017702721
 Cauca,PorcentajeSi,HectareasDeCoca,-6.27E-07,0.724857858,-0.003510033
 La  Guajira,PorcentajeSi,PorcentajeOscarIvanZuluagaSegundaVuelta,-0.672296496,0.803653799,-0.689636935
 Caldas,PorcentajeNo,Secuestro,-0.001970946,0.616579153,-0.030157441
" Archipielago  de  San  Andres, Providencia y Santa Catalina",Abstencion,ParticipacionPrimeraVuelta,-1.082,1.003383,-1
 Santander,Abstencion,AfectadoPorElConflictoPares2,-0.003125455,0.606833939,-0.016387336
 Huila,Abstencion,ParticipacionPrimeraVuelta,-0.148764699,0.6737209,-0.234146143
 Santander,Abstencion,HectareasDeCoca,0.010828862,0.604046847,0.170085239
 Amazonas,Abstencion,ParticipacionSegundaVuelta,-0.332588499,0.838154105,-0.747937558
 Narino,Abstencion,HectareasDeAmapola,0.000142484,0.619993806,0.035532093
 Atlantico,PorcentajeSi,VinculacionNinosAdolescentes,-1.819103774,0.697436792,-0.212048583
 Antioquia,Abstencion,PorcentajeOscarIvanZuluagaPrimeraVuelta,0.02031735,0.6866942,0.031094662
 Boyaca,Abstencion,Amenaza,-0.001565413,0.621930944,-0.193581537
 Meta,PorcentajeSi,VinculacionNinosAdolescentes,0.103494422,0.338282017,0.686183898
 Vaupes,PorcentajeSi,VinculacionNinosAdolescentes,-0.014125597,0.864201895,-0.247033302
 Bolivar,Abstencion,CensoElectoral2016,1.27E-07,0.719139933,0.183320636
 Cauca,Abstencion,VotosParaSenado2014,-5.47E-07,0.622013699,-0.078920438
 Cesar,PorcentajeSi,Homicidio,0.000375508,0.518582593,0.088681333
 Narino,PorcentajeSi,TotalPrimeraVuelta,-8.64E-07,0.684677932,-0.096144726
 Caldas,Abstencion,Secuestro,-0.008739386,0.643367997,-0.16325729
 Caqueta,PorcentajeSi,Desplazamiento,6.57E-06,0.487671908,0.017969101
 Quindio,PorcentajeNo,IndiceRuralidad2014,-0.030868217,0.631935166,-0.124881822
" Archipielago  de  San  Andres, Providencia y Santa Catalina",Abstencion,Secuestro,10.82,0.6988,1
 Cesar,PorcentajeNo,TotalSegundaVuelta,6.59E-07,0.454253372,0.148285208
 Vichada,PorcentajeNo,IndiceRuralidad2014,-0.455690332,0.721832186,-0.644130652
 Caqueta,Abstencion,ParticipacionSegundaVuelta,-0.426233423,0.868537775,-0.736766775
 Caqueta,PorcentajeNo,Desplazamiento,-6.57E-06,0.512328092,-0.017969101
 Norte  de  Santander,PorcentajeSi,Secuestro,0.026531349,0.348924831,0.621709758
 Tolima,PorcentajeSi,AfectadoPorElConflictoPares2,0.009078104,0.412967494,0.065464039
 Guaviare,Abstencion,Desplazamiento,0.000332506,0.410423319,0.741447858
 Guainia,Abstencion,IndiceRuralidad2014,0.146420739,0.684554261,0.213574222
 Atlantico,PorcentajeNo,ParticipacionSegundaVuelta,-0.619389366,0.60058956,-0.524025176
 Quindio,PorcentajeNo,PorcentajeOscarIvanZuluagaSegundaVuelta,0.476430023,0.369136646,0.531257375
 Boyaca,Abstencion,AbandonoODespojoDeTierras,0,0.615720325,0
 Cordoba,PorcentajeNo,HectareasDeAmapola,0,0.333153333,0
 Bogota  D.C.,PorcentajeSi,VinculacionNinosAdolescentes,0.005607439,0.560743926,0
 Narino,Abstencion,HectareasDeCoca,8.92E-06,0.616551416,0.280924414
 Arauca,PorcentajeNo,VotosParaSenado2014,5.89E-06,0.445087353,0.294991238
 Amazonas,PorcentajeNo,VinculacionNinosAdolescentes,-0.007470618,0.196485572,-0.035593661
 Risaralda,PorcentajeSi,Homicidio,0.001284476,0.389232039,0.341631719
 Vichada,Abstencion,Secuestro,0.106722318,0.594475331,0.929350191
 Cauca,PorcentajeSi,PorcentajeOscarIvanZuluagaSegundaVuelta,-0.613417661,0.853200137,-0.708943071
 Guaviare,Abstencion,AfectadoPorElConflictoPares2,0.2001675,0.0667225,0
 Cundinamarca,PorcentajeNo,CensoElectoral2016,-1.53E-08,0.566172349,-0.004483488
 Antioquia,Abstencion,ParticipacionSegundaVuelta,-0.756937519,1.017594688,-0.702044389
 Bolivar,Abstencion,VinculacionNinosAdolescentes,-0.099260267,0.73810474,-0.360439208
 Narino,PorcentajeSi,HectareasDeAmapola,-0.001428478,0.68643302,-0.171515263
 Cundinamarca,PorcentajeSi,ParticipacionSegundaVuelta,-0.756300274,0.832023151,-0.474063144
 Magdalena,PorcentajeSi,IndiceRuralidad2014,0.152210909,0.624954657,0.259049495
 Caqueta,PorcentajeNo,HectareasDeAmapola,0,0.5062125,0
 Sucre,PorcentajeSi,Secuestro,0.017475867,0.635013814,0.191326968
 Boyaca,PorcentajeNo,ParticipacionPrimeraVuelta,0.641682133,0.222099727,0.374021563
 Putumayo,PorcentajeSi,Desplazamiento,0.000126579,0.575802988,0.454982144
 Guaviare,Abstencion,ActosTerroristas,0.017122332,0.565389928,0.852708093
 Sucre,PorcentajeSi,AbandonoODespojoDeTierras,0.000982709,0.650912088,0.100199696
 Caldas,PorcentajeSi,ParticipacionSegundaVuelta,0.172457159,0.297252588,0.091305597
 Vaupes,Abstencion,IndiceRuralidad2014,0.044237379,0.727254049,0.167719664
 Cesar,PorcentajeNo,AbandonoODespojoDeTierras,-0.00074143,0.463895821,-0.029192064
 Cauca,PorcentajeSi,Desplazamiento,0.000115104,0.685487899,0.342060341
 Santander,PorcentajeNo,ActosTerroristas,0.010666528,0.512231773,0.114138509
 Tolima,Abstencion,VinculacionNinosAdolescentes,0.003432466,0.635733529,0.234160698
 Guaviare,Abstencion,HectareasDeCoca,-2.53E-05,0.701535735,-0.181671284
 Cauca,PorcentajeNo,Homicidio,0.000212143,0.267883634,0.053838366
 Amazonas,PorcentajeNo,Homicidio,-0.00094359,0.197718778,-0.050845137
 Meta,PorcentajeSi,AfectadoPorElConflictoPares2,0.082767526,0.371531443,0.57929516
 Meta,Abstencion,AbandonoODespojoDeTierras,-0.000803255,0.574092417,-0.048298643
 La  Guajira,PorcentajeNo,Secuestro,-0.010799868,0.386495567,-0.320278328
 Casanare,PorcentajeSi,IndiceRuralidad2014,-0.018413454,0.385353287,-0.016663422
 Arauca,PorcentajeSi,ParticipacionPrimeraVuelta,-1.91552931,1.162465717,-0.427039331
 Santander,PorcentajeNo,TotalSegundaVuelta,3.81E-07,0.518311227,0.090315945
 Sucre,PorcentajeSi,MinasAntipersonal,-0.005578982,0.654961868,-0.02299865
 La  Guajira,Abstencion,MinasAntipersonal,-0.161888639,0.760185297,-0.401906721
 Narino,PorcentajeSi,VinculacionNinosAdolescentes,0.245696514,0.636041974,0.515310139
 Vaupes,PorcentajeSi,PorcentajeOscarIvanZuluagaSegundaVuelta,-0.634289333,0.999689784,-0.805018497
 Bogota  D.C.,PorcentajeSi,PorcentajeOscarIvanZuluagaSegundaVuelta,0.200916675,0.475993071,0
 Cesar,Abstencion,AfectadoPorElConflictoPares2,-0.019975,0.6787,-0.219055338
 Antioquia,PorcentajeNo,MinasAntipersonal,-0.011813321,0.592717952,-0.245671245
 Magdalena,PorcentajeSi,Amenaza,0.003710036,0.6304321,0.471739448
 Sucre,PorcentajeSi,TotalPrimeraVuelta,-2.03E-06,0.673183563,-0.265364881
 Valle  del  Cauca,PorcentajeSi,ActosTerroristas,0.006503904,0.461067507,0.102872546
 Santander,PorcentajeNo,ParticipacionSegundaVuelta,-0.116884621,0.584305924,-0.048656374
 Quindio,PorcentajeNo,TotalSegundaVuelta,-3.69E-07,0.628979289,-0.260186502
 Bogota  D.C.,Abstencion,IndiceRuralidad2014,0.001126855,0.536597634,0
 Huila,PorcentajeNo,PorcentajeOscarIvanZuluagaPrimeraVuelta,0.316333699,0.465286521,0.492517122
 Arauca,PorcentajeSi,Amenaza,-0.000365039,0.516301675,-0.017946937
 Vaupes,PorcentajeNo,ParticipacionSegundaVuelta,0.394351336,0.049799874,0.503731871
 Atlantico,Abstencion,PorcentajeOscarIvanZuluagaSegundaVuelta,0.189856686,0.732522695,0.289956793
 Bolivar,PorcentajeNo,CensoElectoral2016,1.97E-07,0.327923608,0.176815414
 Cesar,PorcentajeSi,CensoElectoral2016,-2.41E-07,0.5442189,-0.12739111
 Caqueta,Abstencion,VinculacionNinosAdolescentes,0.028207499,0.684190443,0.360913834
 Tolima,Abstencion,ParticipacionPrimeraVuelta,-0.663830706,0.900960988,-0.762715354
 Narino,PorcentajeNo,ActosTerroristas,-0.00305329,0.340415259,-0.282457678
 La  Guajira,PorcentajeSi,HectareasDeCoca,0,0.627126667,0
 Cordoba,PorcentajeNo,AbandonoODespojoDeTierras,0.003013749,0.328998378,0.175543654
 Meta,Abstencion,VinculacionNinosAdolescentes,0.025486865,0.547140689,0.39697545
 Arauca,PorcentajeNo,MinasAntipersonal,-0.011993345,0.52188844,-0.199085165
 Guainia,PorcentajeNo,TotalPrimeraVuelta,5.11E-05,0.203223278,0.497941877
 Magdalena,PorcentajeNo,MinasAntipersonal,1.558815443,0.279006014,0.383165188
 Caqueta,Abstencion,IndiceRuralidad2014,0.092395995,0.664063435,0.385804176
 Sucre,PorcentajeSi,ActosTerroristas,-8.33E-06,0.654122407,-0.002232666
 Caldas,PorcentajeNo,Homicidio,0.000388588,0.60290297,0.105618774
 Boyaca,PorcentajeSi,PorcentajeOscarIvanZuluagaSegundaVuelta,-0.540729062,0.837635347,-0.659451575
 Casanare,PorcentajeNo,PorcentajeOscarIvanZuluagaSegundaVuelta,1.366463345,-0.370820813,0.959874616
 Caldas,Abstencion,AfectadoPorElConflictoPares2,-0.020576923,0.636076923,-0.080097002
 Cundinamarca,Abstencion,PorcentajeOscarIvanZuluagaPrimeraVuelta,0.215165265,0.505421118,0.471380848
 Vaupes,PorcentajeSi,TotalPrimeraVuelta,-3.07E-05,0.880702506,-0.6879411
 La  Guajira,PorcentajeNo,HectareasDeAmapola,0,0.372873333,0
 Valle  del  Cauca,PorcentajeSi,IndiceRuralidad2014,-0.090180372,0.504312491,-0.229970739
 Casanare,PorcentajeSi,Secuestro,0.006902885,0.346187867,0.366530174
 Tolima,PorcentajeSi,CensoElectoral2016,-7.95E-08,0.418012922,-0.050378733
 Guaviare,PorcentajeSi,VotosParaSenado2014,-2.66E-05,0.790332704,-0.904225282
 Guainia,PorcentajeNo,HectareasDeAmapola,0,0.239655556,0
 Cordoba,PorcentajeNo,TotalSegundaVuelta,1.90E-06,0.295662452,0.51359034
 Meta,PorcentajeNo,ActosTerroristas,-0.003960245,0.576481474,-0.182260458
 Amazonas,PorcentajeSi,Amenaza,0.003480638,0.777748669,0.258972661
 La  Guajira,PorcentajeNo,Desplazamiento,-9.59E-05,0.396798551,-0.291323374
 Magdalena,PorcentajeNo,PorcentajeOscarIvanZuluagaPrimeraVuelta,0.737038935,0.119182449,0.611999011
" Archipielago  de  San  Andres, Providencia y Santa Catalina",PorcentajeSi,ParticipacionSegundaVuelta,3.754901961,-0.355657843,1
 Guainia,PorcentajeSi,IndiceRuralidad2014,0.223684211,0.441415789,0.163443838
 Risaralda,PorcentajeSi,PorcentajeOscarIvanZuluagaPrimeraVuelta,-0.563654584,0.632027204,-0.606527979
 Sucre,PorcentajeNo,IndiceRuralidad2014,-0.050695604,0.370002017,-0.103264464
 Bogota  D.C.,PorcentajeNo,CensoElectoral2016,7.92E-08,1.43E-14,0
 Arauca,Abstencion,Amenaza,0.000876248,0.647870161,0.28957343
 Santander,PorcentajeSi,TotalPrimeraVuelta,-4.23E-07,0.48151743,-0.090082222
" Archipielago  de  San  Andres, Providencia y Santa Catalina",PorcentajeSi,Amenaza,-2.188571429,0.8185,-1
 Boyaca,PorcentajeNo,ActosTerroristas,0.009499605,0.495897943,0.183900611
 Tolima,PorcentajeNo,PorcentajeOscarIvanZuluagaSegundaVuelta,0.423492939,0.323173731,0.725668384
 Huila,PorcentajeSi,HectareasDeAmapola,0.031066132,0.365196534,0.366066017
 Choco,Abstencion,AfectadoPorElConflictoPares2,0.005298471,0.665086544,0.110701663
 Norte  de  Santander,Abstencion,HectareasDeAmapola,0,0.633705,0
 Guaviare,PorcentajeNo,TotalPrimeraVuelta,2.70E-05,0.215439689,0.871065459
 Santander,Abstencion,VinculacionNinosAdolescentes,0.004527911,0.606047978,0.020984286
 Amazonas,PorcentajeSi,HectareasDeCoca,0.001370736,0.792174113,0.297610905
 Magdalena,PorcentajeNo,TotalSegundaVuelta,2.06E-06,0.278146304,0.367919362
 Santander,PorcentajeSi,Secuestro,-0.032648769,0.500537312,-0.263959215
 Santander,PorcentajeSi,AbandonoODespojoDeTierras,-0.003521401,0.479205667,-0.047932564
 Antioquia,PorcentajeSi,Amenaza,0.00167575,0.381790177,0.298823342
 La  Guajira,Abstencion,AfectadoPorElConflictoPares2,0.059503448,0.701171264,0.517849104
 Santander,Abstencion,VotosParaSenado2014,-7.80E-07,0.611690773,-0.25686531
 Quindio,PorcentajeNo,VinculacionNinosAdolescentes,0.068641784,0.616087774,0.281490493
 Risaralda,PorcentajeNo,HectareasDeAmapola,0,0.566721429,0
 Choco,PorcentajeNo,Homicidio,0.001416308,0.145308096,0.35775058
 Choco,PorcentajeNo,MinasAntipersonal,0.048905497,0.159091234,0.193001638
 Tolima,Abstencion,AbandonoODespojoDeTierras,0.00201327,0.636959907,0.168598477
 Santander,PorcentajeNo,AfectadoPorElConflictoPares2,-0.011592273,0.522639697,-0.028620772
 Cordoba,PorcentajeNo,VinculacionNinosAdolescentes,0.228914104,0.324683511,0.196722625
 Narino,Abstencion,ActosTerroristas,-0.000461957,0.623692519,-0.088758893
 Guaviare,PorcentajeNo,Desplazamiento,-0.000491112,0.718372215,-0.5710081
 Vichada,Abstencion,PorcentajeOscarIvanZuluagaPrimeraVuelta,-0.453591147,0.916339137,-0.884633127
 Putumayo,PorcentajeNo,PorcentajeOscarIvanZuluagaSegundaVuelta,0.702908148,0.126068129,0.91675521
 Vichada,PorcentajeNo,Desplazamiento,-0.00131254,0.812024535,-0.911181449
 Cesar,PorcentajeNo,Amenaza,-0.001563527,0.492625234,-0.309625327
" Archipielago  de  San  Andres, Providencia y Santa Catalina",PorcentajeNo,ParticipacionSegundaVuelta,-3.754901961,1.355657843,-1
 Choco,PorcentajeSi,AfectadoPorElConflictoPares2,-0.016080122,0.855408257,-0.161847845
 Boyaca,PorcentajeSi,MinasAntipersonal,-0.009968326,0.500109014,-0.142363552
 Amazonas,PorcentajeNo,PorcentajeOscarIvanZuluagaSegundaVuelta,0.679790575,-0.067641585,0.718845851
 Risaralda,Abstencion,CensoElectoral2016,-2.16E-07,0.6385858,-0.527826716
 Santander,Abstencion,ParticipacionSegundaVuelta,-0.597599958,0.92598886,-0.528293599
 Sucre,Abstencion,Amenaza,0.000533327,0.649616694,0.150642245
 Boyaca,PorcentajeSi,TotalSegundaVuelta,7.09E-08,0.497558269,0.005139696
 Tolima,Abstencion,TotalPrimeraVuelta,-6.21E-07,0.644003112,-0.43548227
 Atlantico,PorcentajeNo,Desplazamiento,-0.000973637,0.321954319,-0.232710301
 Putumayo,PorcentajeNo,TotalSegundaVuelta,-2.84E-06,0.368664602,-0.115955423
 Magdalena,PorcentajeNo,PorcentajeOscarIvanZuluagaSegundaVuelta,0.653509947,0.117883042,0.611292879
 Tolima,PorcentajeSi,AbandonoODespojoDeTierras,-0.00238365,0.41787296,-0.08256888
 Choco,PorcentajeNo,HectareasDeAmapola,0,0.17836,0
 Choco,Abstencion,PorcentajeOscarIvanZuluagaPrimeraVuelta,0.127541044,0.652591882,0.171780947
 Casanare,Abstencion,Homicidio,-0.002253852,0.604608499,-0.51372265
" Archipielago  de  San  Andres, Providencia y Santa Catalina",Abstencion,ActosTerroristas,10.82,0.6988,1
 Vaupes,Abstencion,AfectadoPorElConflictoPares2,-0.0109,0.7815,-0.343381388
 Choco,Abstencion,Secuestro,0.006214525,0.662910107,0.379800546
 Cauca,Abstencion,Desplazamiento,4.11E-05,0.604772485,0.188296198
 Magdalena,Abstencion,IndiceRuralidad2014,0.005330407,0.758521677,0.017004164
 Cordoba,PorcentajeNo,IndiceRuralidad2014,-0.254815697,0.48188331,-0.536997628
 Meta,PorcentajeSi,PorcentajeOscarIvanZuluagaSegundaVuelta,-0.892513777,0.985595765,-0.778819021
 Casanare,Abstencion,ParticipacionSegundaVuelta,-0.555830278,0.819172804,-0.487130997
 Sucre,PorcentajeNo,HectareasDeAmapola,0,0.345930769,0
 Vaupes,Abstencion,HectareasDeCoca,-0.001388226,0.772701947,-0.334100091
 Guainia,Abstencion,PorcentajeOscarIvanZuluagaPrimeraVuelta,0.32753564,0.759223267,0.304398285
 La  Guajira,Abstencion,TotalPrimeraVuelta,2.55E-06,0.716255478,0.194878168
 Arauca,PorcentajeSi,MinasAntipersonal,0.011993345,0.47811156,0.199085165
 Cesar,PorcentajeNo,CensoElectoral2016,2.41E-07,0.4557811,0.12739111
 Risaralda,Abstencion,Secuestro,0.03397679,0.600899151,0.644654651
 Antioquia,PorcentajeNo,Desplazamiento,-5.92E-05,0.610771,-0.318995482
 Guainia,PorcentajeNo,Amenaza,0.006417706,0.214605108,0.150899083
 Caldas,PorcentajeNo,TotalSegundaVuelta,-5.91E-07,0.623288049,-0.297539562
 Amazonas,PorcentajeNo,HectareasDeCoca,-0.001370736,0.207825887,-0.297610905
 Huila,PorcentajeSi,Secuestro,0.101802658,0.34084375,0.338380894
 Sucre,PorcentajeSi,Homicidio,0.000459524,0.641300129,0.180192229
 Arauca,PorcentajeSi,ActosTerroristas,0.00286824,0.486313327,0.072232598
 Caqueta,PorcentajeNo,TotalSegundaVuelta,1.81E-06,0.49416321,0.156827932
 Atlantico,PorcentajeSi,ActosTerroristas,0.07195997,0.687278663,0.13905009
 Antioquia,PorcentajeNo,ParticipacionPrimeraVuelta,0.597065567,0.365369862,0.422117155
 Risaralda,PorcentajeNo,IndiceRuralidad2014,-0.088831288,0.609552068,-0.299741605
 Sucre,Abstencion,PorcentajeOscarIvanZuluagaSegundaVuelta,0.194062591,0.586401446,0.366022601
 Bolivar,PorcentajeNo,IndiceRuralidad2014,-0.013436763,0.34032892,-0.028434089
 Vichada,PorcentajeNo,HectareasDeCoca,-0.000504826,0.604366667,-0.888881962
 Casanare,PorcentajeSi,AbandonoODespojoDeTierras,0,0.377610526,0
 Caldas,PorcentajeNo,TotalPrimeraVuelta,-6.02E-07,0.622848536,-0.301728629
 Cundinamarca,PorcentajeSi,VotosParaSenado2014,-1.88E-07,0.434919188,-0.015131469
 Antioquia,PorcentajeSi,IndiceRuralidad2014,0.178701166,0.32929388,0.28791816
 Bogota  D.C.,PorcentajeNo,Secuestro,0.013164152,0.438805075,0
 Bolivar,PorcentajeNo,VotosParaSenado2014,7.38E-07,0.325894947,0.186820305
 Antioquia,Abstencion,ParticipacionPrimeraVuelta,-0.762220901,0.96725651,-0.824180495
 Bolivar,PorcentajeSi,AbandonoODespojoDeTierras,-0.00967168,0.668931564,-0.110699931
 Antioquia,PorcentajeSi,Secuestro,-0.000413004,0.422580626,-0.037336458
" Archipielago  de  San  Andres, Providencia y Santa Catalina",PorcentajeNo,HectareasDeCoca,0,0.3347,0
 Choco,PorcentajeNo,CensoElectoral2016,1.36E-06,0.164920713,0.177743869
 Caldas,PorcentajeSi,Desplazamiento,3.03E-05,0.378766382,0.193798272
 La  Guajira,PorcentajeSi,MinasAntipersonal,0.096132675,0.613283561,0.308592905
 Arauca,PorcentajeSi,ParticipacionSegundaVuelta,1.559588126,-0.220198789,0.243716043
 Antioquia,PorcentajeSi,HectareasDeAmapola,0,0.4209184,0
 Vichada,Abstencion,PorcentajeOscarIvanZuluagaSegundaVuelta,-0.409989388,0.912748977,-0.875962902
 La  Guajira,PorcentajeSi,HectareasDeAmapola,0,0.627126667,0
 Meta,PorcentajeSi,ParticipacionPrimeraVuelta,-1.126433251,0.962428732,-0.675598408
 Caqueta,PorcentajeNo,Homicidio,0.002225708,0.326987354,0.498182013
 Amazonas,PorcentajeNo,TotalPrimeraVuelta,3.24E-05,0.152233037,0.899872378
 Vaupes,PorcentajeNo,Desplazamiento,0.000201684,0.112736157,0.490257264
 Risaralda,Abstencion,PorcentajeOscarIvanZuluagaPrimeraVuelta,0.20305661,0.555243646,0.412132159
 Huila,Abstencion,TotalSegundaVuelta,-8.74E-08,0.612452894,-0.042301721
 Quindio,PorcentajeSi,HectareasDeAmapola,0,0.377791667,0
 Antioquia,PorcentajeNo,VotosParaSenado2014,2.24E-07,0.576843462,0.06887349
 Meta,PorcentajeNo,AbandonoODespojoDeTierras,0.005928324,0.548316746,0.151736498
 Bogota  D.C.,Abstencion,Amenaza,0.159687979,0.483902967,0
 Cordoba,PorcentajeNo,Amenaza,-0.000747266,0.341508011,-0.195845775
 Arauca,PorcentajeNo,PorcentajeOscarIvanZuluagaPrimeraVuelta,0.742661382,0.176696254,0.891608617
 Bogota  D.C.,PorcentajeSi,AbandonoODespojoDeTierras,0,0.5608,0
 Caqueta,Abstencion,PorcentajeOscarIvanZuluagaPrimeraVuelta,-0.193113691,0.806446397,-0.44159869
 Bogota  D.C.,PorcentajeNo,ParticipacionSegundaVuelta,0.173453985,0.354276929,0
 Caldas,PorcentajeNo,MinasAntipersonal,-0.027122257,0.624195481,-0.375057461
 Tolima,PorcentajeNo,IndiceRuralidad2014,-0.030456744,0.600125657,-0.080511605
 Amazonas,PorcentajeNo,Secuestro,-0.005000998,0.196345928,-0.038603882
 Valle  del  Cauca,PorcentajeSi,ParticipacionSegundaVuelta,0.037419877,0.452715153,0.012840622
 Amazonas,PorcentajeSi,VinculacionNinosAdolescentes,0.007470618,0.803514428,0.035593661
 Cauca,Abstencion,HectareasDeCoca,1.88E-05,0.614905209,0.162399414
 La  Guajira,Abstencion,AbandonoODespojoDeTierras,0,0.736873333,0
 Huila,Abstencion,HectareasDeCoca,0,0.611581081,0
 Casanare,Abstencion,PorcentajeOscarIvanZuluagaSegundaVuelta,0.205061256,0.358362292,0.488900522
 Amazonas,PorcentajeNo,ActosTerroristas,-0.035962397,0.203813347,-0.154876231
 Atlantico,PorcentajeSi,Secuestro,-0.015819778,0.693509806,-0.016135024
 Vichada,PorcentajeNo,Homicidio,-0.010708686,0.627432137,-0.212062302
 Guainia,PorcentajeSi,Secuestro,0.198016389,0.570026778,0.421555176
 Guaviare,Abstencion,TotalSegundaVuelta,-1.15E-05,0.729551935,-0.819038545
 Quindio,Abstencion,VotosParaSenado2014,-3.17E-07,0.603615608,-0.287554887
 Tolima,Abstencion,Desplazamiento,1.60E-05,0.631059977,0.303505427
 Sucre,PorcentajeSi,ParticipacionPrimeraVuelta,0.334424901,0.518287576,0.152905545
 Magdalena,PorcentajeSi,AbandonoODespojoDeTierras,-0.007450871,0.700746459,-0.109603116
 Guainia,Abstencion,AbandonoODespojoDeTierras,0,0.820588889,0
 Amazonas,PorcentajeNo,TotalSegundaVuelta,2.90E-05,0.152081309,0.899318204
 Cordoba,PorcentajeSi,ActosTerroristas,0.004472582,0.660140776,0.224200464
 Choco,Abstencion,TotalSegundaVuelta,-8.32E-07,0.678868335,-0.08100237
 Guainia,Abstencion,TotalSegundaVuelta,-1.50E-05,0.833630743,-0.226348563
 Magdalena,PorcentajeNo,Amenaza,-0.003710036,0.3695679,-0.471739448
 Caldas,PorcentajeSi,PorcentajeOscarIvanZuluagaSegundaVuelta,-0.326462578,0.60309277,-0.54245384
 Valle  del  Cauca,PorcentajeSi,CensoElectoral2016,7.46E-08,0.46314481,0.220859217
 Valle  del  Cauca,PorcentajeNo,PorcentajeOscarIvanZuluagaSegundaVuelta,0.39401128,0.357322172,0.770864179
 Bolivar,PorcentajeNo,Homicidio,0.000829684,0.32153956,0.093354191
 Magdalena,Abstencion,Desplazamiento,3.58E-05,0.742743342,0.233663501
 Cundinamarca,PorcentajeNo,MinasAntipersonal,-0.059503205,0.574423129,-0.275823387
 Bogota  D.C.,Abstencion,ActosTerroristas,0.088659734,0.521527845,0
 Valle  del  Cauca,Abstencion,Desplazamiento,9.13E-05,0.637562897,0.38191172
 Valle  del  Cauca,PorcentajeSi,VotosParaSenado2014,3.30E-07,0.461946319,0.229607044
" Archipielago  de  San  Andres, Providencia y Santa Catalina",PorcentajeSi,Desplazamiento,0.24512,0.2473704,1
 Quindio,PorcentajeNo,ParticipacionSegundaVuelta,-0.062870225,0.65500249,-0.033970622
 Santander,PorcentajeNo,Desplazamiento,0.000218875,0.495417707,0.243479249
 Cordoba,PorcentajeSi,VinculacionNinosAdolescentes,-0.228914104,0.675316489,-0.196722625
 Vichada,PorcentajeSi,CensoElectoral2016,1.63E-05,0.290201772,0.662925093
 Norte  de  Santander,PorcentajeNo,ParticipacionPrimeraVuelta,1.239262654,0.113841169,0.582973566
" Archipielago  de  San  Andres, Providencia y Santa Catalina",PorcentajeNo,PorcentajeOscarIvanZuluagaPrimeraVuelta,51.93220339,-15.24236441,1
 Huila,PorcentajeNo,CensoElectoral2016,-1.94E-07,0.631002387,-0.093266777
 Boyaca,PorcentajeNo,HectareasDeAmapola,0,0.502171545,0
 Huila,PorcentajeNo,Secuestro,-0.101802658,0.65915625,-0.338380894
 Valle  del  Cauca,Abstencion,HectareasDeCoca,0.000108158,0.647368415,0.309629937
 Bogota  D.C.,Abstencion,VinculacionNinosAdolescentes,0.005365463,0.536546345,0
 Tolima,PorcentajeNo,TotalSegundaVuelta,1.75E-07,0.581892449,0.054846056
 Vichada,Abstencion,IndiceRuralidad2014,0.19674655,0.601784211,0.545679352
 Guaviare,PorcentajeSi,PorcentajeOscarIvanZuluagaSegundaVuelta,-0.786830789,0.929037591,-0.971847096
 Quindio,PorcentajeSi,VotosParaSenado2014,4.73E-07,0.37108559,0.250739398
 Magdalena,PorcentajeNo,CensoElectoral2016,8.44E-07,0.278885213,0.378678585
 Bolivar,PorcentajeNo,ActosTerroristas,-0.003255474,0.34184573,-0.159239982
 Cordoba,Abstencion,HectareasDeCoca,-2.66E-05,0.684491608,-0.086191667
 Putumayo,PorcentajeNo,AbandonoODespojoDeTierras,-0.052209291,0.367944182,-0.426045191
 Bogota  D.C.,PorcentajeNo,ActosTerroristas,0.072566819,0.426863641,0
" Archipielago  de  San  Andres, Providencia y Santa Catalina",PorcentajeSi,HectareasDeCoca,0,0.6653,0
 Bolivar,Abstencion,ParticipacionSegundaVuelta,-0.768454441,1.0619784,-0.575393666
 Guaviare,PorcentajeSi,IndiceRuralidad2014,0.760674233,0.279694091,0.873621375
 Quindio,Abstencion,ParticipacionSegundaVuelta,-0.574867638,0.898977208,-0.530985495
 Choco,PorcentajeSi,VotosParaSenado2014,-5.32E-06,0.837208239,-0.189048892
 Sucre,Abstencion,IndiceRuralidad2014,0.050043435,0.632330723,0.197911047
 Bolivar,PorcentajeSi,VinculacionNinosAdolescentes,-0.046021475,0.67250799,-0.103605887
 Vaupes,PorcentajeNo,TotalSegundaVuelta,2.86E-05,0.118048449,0.696651839
 Guaviare,PorcentajeNo,AfectadoPorElConflictoPares2,0.1017225,0.0339075,0
 Arauca,PorcentajeSi,CensoElectoral2016,-1.41E-06,0.544836978,-0.201137186
 Tolima,PorcentajeSi,VinculacionNinosAdolescentes,0.004048883,0.413188558,0.114252389
 Arauca,PorcentajeNo,Homicidio,-0.000766063,0.550947789,-0.154755806
